,date,time,tier,type,tournament,score,opponent,team,GF,GA
133,2020-07-08,12:00 PDT,Show M.,Online,Gamers For Equality,13  :  4,TSM,Sentinels,13  ,  4
134,2020-07-08,11:00 PDT,Show M.,Online,Gamers For Equality,13  :  5,MIX,Sentinels,13  ,  5
135,2020-07-08,10:00 PDT,Show M.,Online,Gamers For Equality,6  :  13,IMT,Sentinels,6  ,  13
136,2020-06-27,20:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,7  :  13,FaZe,Sentinels,7  ,  13
137,2020-06-27,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,13  :  6,Gen.G,Sentinels,13  ,  6
138,2020-06-27,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,1 : 2,IMT,Sentinels,1 , 2
139,2020-06-26,20:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,Echo 8,Sentinels,2 , 0
140,2020-06-26,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,Gen.G,Sentinels,2 , 0
141,2020-06-26,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,MIX,Sentinels,2 , 0
142,2020-05-17,21:40 CEST,B-Tier,Online,Elite Esports - Rivalry Bowl North America,8  :  13,FF,Sentinels,8  ,  13
143,2020-05-17,20:50 CEST,B-Tier,Online,Elite Esports - Rivalry Bowl North America,4  :  13,mSpaz,Sentinels,4  ,  13
144,2020-05-17,20:50 CEST,B-Tier,Online,Elite Esports - Rivalry Bowl North America,13  :  10,OP2,Sentinels,13  ,  10
145,2020-05-17,20:00 CEST,B-Tier,Online,Elite Esports - Rivalry Bowl North America,13  :  0,SIMP,Sentinels,13  ,  0
146,2020-05-04,14:00 PDT,B-Tier,Online,T1 x Nerd Street Gamers Invitational,9  :  13,Shroud,Sentinels,9  ,  13
147,2020-05-04,12:00 PDT,B-Tier,Online,T1 x Nerd Street Gamers Invitational,0 : 2,Brax,Sentinels,0 , 2
148,2020-05-04,10:00 PDT,B-Tier,Online,T1 x Nerd Street Gamers Invitational,26  :  10,Sonii,Sentinels,26  ,  10
0,2022-06-04,22:50 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,GHST,TSM,0 , 2
1,2022-05-27,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,TGRD,TSM,0 , 2
2,2022-05-21,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,100T,TSM,2 , 0
3,2022-05-15,16:10 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,NRG,TSM,0 , 2
4,2022-05-01,19:30 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,100T,TSM,2 , 1
5,2022-04-30,21:25 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,1 : 2,FaZe,TSM,1 , 2
6,2022-04-30,16:10 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,LG,TSM,2 , 1
7,2022-04-29,21:25 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,100T,TSM,2 , 1
8,2022-04-21,21:50 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,0 : 2,GHST,TSM,0 , 2
9,2022-04-21,19:35 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,2 : 0,FaZe,TSM,2 , 0
10,2022-04-21,16:10 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,2 : 1,TSM.A,TSM,2 , 1
11,2022-04-20,20:00 EDT,C-Tier,Online,Knights Gauntlet Circuit Monthly 2022: April,2 : 0,C9.A,TSM,2 , 0
12,2022-04-12,18:00 EDT,C-Tier,Online,NSG: Summer Championship - Open 1,1 : 2,LT,TSM,1 , 2
13,2022-03-22,15:10 PST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: March,0 : 2,TS,TSM,0 , 2
14,2022-02-24,22:30 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 1,100T,TSM,2 , 1
15,2022-02-24,19:30 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 1,RNG,TSM,2 , 1
16,2022-02-24,16:00 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 0,Basilisk,TSM,2 , 0
17,2022-02-23,21:15 EST,C-Tier,Online,Knights Arena Monthly Gauntlet 2022: February,2 : 0,Reckaroo,TSM,2 , 0
18,2022-02-22,19:30 PST,C-Tier,Online,YFP Winter Classic,2 : 1,BB,TSM,2 , 1
19,2022-02-22,17:40 PST,C-Tier,Online,YFP Winter Classic,2 : 0,FaZe,TSM,2 , 0
20,2022-02-22,14:00 PST,C-Tier,Online,YFP Winter Classic,2 : 0,T1,TSM,2 , 0
21,2022-02-21,18:40 PST,C-Tier,Online,YFP Winter Classic,2 : 0,Gen.G,TSM,2 , 0
22,2022-02-05,21:30 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 2,0 : 2,BBG,TSM,0 , 2
23,2022-02-05,18:20 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 2,2 : 1,COL,TSM,2 , 1
24,2022-02-04,21:40 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 2,1 : 2,GHST,TSM,1 , 2
25,2022-01-30,16:00 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,0 : 2,AKRW,TSM,0 , 2
26,2022-01-29,22:30 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,W : FF,T1,TSM,W , FF
27,2022-01-29,18:00 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 1,LG,TSM,2 , 1
28,2022-01-28,21:15 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,1 : 2,PK,TSM,1 , 2
29,2021-08-12,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,1 : 2,RISE,TSM,1 , 2
30,2021-08-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,1 : 2,NV,TSM,1 , 2
31,2021-08-01,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 2,3 : 1,FaZe,TSM,3 , 1
32,2021-07-31,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 2,2 : 0,LG,TSM,2 , 0
33,2021-07-30,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 2,2 : 1,T1,TSM,2 , 1
34,2021-07-29,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 2,2 : 1,Gen.G,TSM,2 , 1
35,2021-07-24,14:45 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 2 - Open Qualifier,2 : 1,DZ,TSM,2 , 1
36,2021-07-23,16:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 2 - Open Qualifier,2 : 1,ABX,TSM,2 , 1
37,2021-07-23,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 2 - Open Qualifier,2 : 0,SS,TSM,2 , 0
38,2021-07-02,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,1 : 2,NBL,TSM,1 , 2
39,2021-04-23,14:30 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,0 : 2,ABX,TSM,0 , 2
40,2021-04-22,17:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,BBG,TSM,2 , 0
41,2021-04-22,14:30 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,1 : 2,IMT,TSM,1 , 2
42,2021-04-18,17:30 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,Gen.G,TSM,2 , 0
43,2021-04-16,17:30 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 1,SQ,TSM,2 , 1
44,2021-04-16,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,RES,TSM,2 , 0
45,2021-04-03,17:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,0 : 2,IMT,TSM,0 , 2
46,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,EZ5,TSM,2 , 0
47,2021-03-05,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,0 : 2,100T,TSM,0 , 2
48,2021-03-05,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,0 : 2,LG,TSM,0 , 2
49,2021-03-04,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 0,Gen.G,TSM,2 , 0
50,2021-02-27,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 0,V1,TSM,2 , 0
51,2021-02-26,17:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 0,SUP,TSM,2 , 0
52,2021-02-26,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 0,Penguin,TSM,2 , 0
53,2021-02-14,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,1 : 2,Gen.G,TSM,1 , 2
54,2021-02-12,17:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,DIG,TSM,2 , 0
55,2021-02-12,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,TSB,TSM,2 , 0
56,2021-01-28,17:45 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,1 : 2,XSET,TSM,1 , 2
57,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,RISE,TSM,2 , 0
58,2020-12-12,18:00 PDT,A-Tier,Online,JBL Quantum Cup,5  :  13,Gen.G,TSM,5  ,  13
59,2020-12-12,16:00 PDT,A-Tier,Online,JBL Quantum Cup,1  :  13,SEN,TSM,1  ,  13
60,2020-12-12,15:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  9,C9 B,TSM,13  ,  9
61,2020-12-06,14:00 PDT,A-Tier,Online,First Strike North America,1 : 3,100T,TSM,1 , 3
62,2020-12-05,14:00 PDT,A-Tier,Online,First Strike North America,2 : 0,NV,TSM,2 , 0
63,2020-12-03,16:00 PDT,A-Tier,Online,First Strike North America,2 : 0,RNG,TSM,2 , 0
64,2020-11-22,17:30 EST,A-Tier (Qual.),Online,First Strike North America - UMG Tournament,3 : 1,FaZe,TSM,3 , 1
65,2020-11-22,14:00 EST,A-Tier (Qual.),Online,First Strike North America - UMG Tournament,2 : 1,IMT,TSM,2 , 1
66,2020-11-21,17:00 EST,A-Tier (Qual.),Online,First Strike North America - UMG Tournament,2 : 0,MR,TSM,2 , 0
67,2020-11-20,12:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,2 : 0,FaZe,TSM,2 , 0
68,2020-11-19,15:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,2 : 1,NRG,TSM,2 , 1
69,2020-11-07,18:00 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,0 : 2,100T,TSM,0 , 2
70,2020-11-06,17:15 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 1,RNG,TSM,2 , 1
71,2020-11-05,16:45 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 0,BBG,TSM,2 , 0
72,2020-10-30,17:00 EDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,Gen.G,TSM,2 , 1
73,2020-10-29,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,1 : 2,C9 B,TSM,1 , 2
74,2020-10-28,17:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,100T,TSM,2 , 0
75,2020-10-27,16:30 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 1,RNG,TSM,2 , 1
76,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,NBL,TSM,2 , 0
77,2020-08-28,12:00 PDT,A-Tier,Online,Pop Flash,1 : 2,DIG,TSM,1 , 2
78,2020-08-27,09:00 PDT,A-Tier,Online,Pop Flash,2 : 0,Gen.G,TSM,2 , 0
79,2020-08-26,09:00 PDT,A-Tier,Online,Pop Flash,0 : 2,DIG,TSM,0 , 2
80,2020-08-16,18:30 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,2 : 1,Gen.G,TSM,2 , 1
81,2020-08-16,17:30 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  6,C9,TSM,13  ,  6
82,2020-08-16,15:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,10  :  13,Gen.G,TSM,10  ,  13
83,2020-08-16,14:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  5,IMT,TSM,13  ,  5
84,2020-08-16,13:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  5,RNG,TSM,13  ,  5
85,2020-08-16,11:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  6,Morning,TSM,13  ,  6
86,2020-08-16,10:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  8,RISE,TSM,13  ,  8
87,2020-08-16,09:00 PST,B-Tier,Online,Pittsburgh Knights Invitational Gauntlet Series,13  :  10,H/L,TSM,13  ,  10
88,2020-08-09,16:30 PDT,A-Tier,Online,FaZe Clan Invitational,3 : 2,SEN,TSM,3 , 2
89,2020-08-08,17:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,SEN,TSM,2 , 0
90,2020-08-08,14:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,IMT,TSM,2 , 0
91,2020-08-07,16:30 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 1,T1,TSM,2 , 1
92,2020-08-06,19:15 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,RNG,TSM,2 , 0
93,2020-08-06,16:45 PDT,A-Tier,Online,FaZe Clan Invitational,1 : 2,C9,TSM,1 , 2
94,2020-08-06,14:15 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 1,Bloom,TSM,2 , 1
95,2020-08-02,20:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,1 : 3,SEN,TSM,1 , 3
96,2020-08-02,18:30 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 0,Gen.G,TSM,2 , 0
97,2020-08-02,16:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,0 : 2,SEN,TSM,0 , 2
98,2020-08-01,21:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 0,Gen.G,TSM,2 , 0
99,2020-08-01,19:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 0,BBG,TSM,2 , 0
100,2020-08-02,00:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  3,Crushed,TSM,13  ,  3
101,2020-08-01,23:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  7,COL,TSM,13  ,  7
102,2020-08-01,22:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  8,O2,TSM,13  ,  8
103,2020-07-25,21:25 UTC,B-Tier,Online,PAX Arena Invitational,0 : 2,SEN,TSM,0 , 2
104,2020-07-24,19:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,NV,TSM,2 , 0
105,2020-07-23,23:30 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,100 Blifted,TSM,2 , 0
106,2020-07-23,21:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 1,100T,TSM,2 , 1
107,2020-07-22,23:30 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,BBG,TSM,2 , 0
108,2020-07-22,21:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 1,H/L,TSM,2 , 1
109,2020-07-11,12:00 PDT,B-Tier,Online,Pulse Invitational,1 : 2,C9,TSM,1 , 2
110,2020-07-10,17:00 PDT,B-Tier,Online,Pulse Invitational,13  :  5,CLT,TSM,13  ,  5
111,2020-07-10,16:00 PDT,B-Tier,Online,Pulse Invitational,13  :  7,Echo 8,TSM,13  ,  7
112,2020-07-10,15:00 PDT,B-Tier,Online,Pulse Invitational,13  :  6,Spectral,TSM,13  ,  6
113,2020-07-08,12:00 PDT,Show M.,Online,Gamers For Equality,4  :  13,SEN,TSM,4  ,  13
114,2020-07-08,11:00 PDT,Show M.,Online,Gamers For Equality,10  :  13,IMT,TSM,10  ,  13
115,2020-07-08,10:00 PDT,Show M.,Online,Gamers For Equality,13  :  7,MIX,TSM,13  ,  7
116,2020-06-28,19:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,3 : 0,T1,TSM,3 , 0
117,2020-06-28,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 1,T1,TSM,2 , 1
118,2020-06-27,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,FaZe,TSM,2 , 0
119,2020-06-27,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 1,twat,TSM,2 , 1
120,2020-06-26,20:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,CLT,TSM,2 , 0
121,2020-06-26,17:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,SUP,TSM,2 , 0
122,2020-06-26,14:00 PDT,A-Tier,Online,T1 x Nerd Street Gamers Showdown,2 : 0,IMT,TSM,2 , 0
123,2020-06-17,18:00 EDT,C-Tier,Online,Lof x DTS Invitational Series,2 : 0,China N.,TSM,2 , 0
124,2020-06-17,16:00 EDT,C-Tier,Online,Lof x DTS Invitational Series,2 : 0,Pon Pon,TSM,2 , 0
125,2020-06-17,14:00 EDT,C-Tier,Online,Lof x DTS Invitational Series,2 : 0,303.O,TSM,2 , 0
126,2020-06-15,19:00 PDT,B-Tier,Online,Immortals First Light,2 : 0,C9,TSM,2 , 0
127,2020-06-15,17:30 PDT,B-Tier,Online,Immortals First Light,2 : 0,IMT,TSM,2 , 0
128,2020-06-15,15:00 PDT,B-Tier,Online,Immortals First Light,2 : 0,Echo 8,TSM,2 , 0
129,2020-06-13,18:00 EDT,B-Tier,Online,Pittsburgh Knights Tournament Series,7  :  13,China N.,TSM,7  ,  13
130,2020-06-13,17:00 EDT,B-Tier,Online,Pittsburgh Knights Tournament Series,5  :  13,twat,TSM,5  ,  13
131,2020-06-13,16:00 EDT,B-Tier,Online,Pittsburgh Knights Tournament Series,13  :  5,PUNI,TSM,13  ,  5
132,2020-06-13,14:00 EST,B-Tier,Online,Pittsburgh Knights Tournament Series,13  :  1,Intensity,TSM,13  ,  1
133,2020-06-13,13:00 EST,B-Tier,Online,Pittsburgh Knights Tournament Series,13  :  4,MIX,TSM,13  ,  4
134,2020-06-13,12:00 EST,B-Tier,Online,Pittsburgh Knights Tournament Series,13  :  6,Sinfvl,TSM,13  ,  6
135,2020-06-12,18:00 PDT,C-Tier,Online,Counter Logic Gaming - Blitz Cup #2,2 : 1,Gen.G,TSM,2 , 1
136,2020-06-12,16:00 PDT,C-Tier,Online,Counter Logic Gaming - Blitz Cup #2,13  :  8,IMT,TSM,13  ,  8
137,2020-06-12,15:00 PDT,C-Tier,Online,Counter Logic Gaming - Blitz Cup #2,13  :  8,W2F,TSM,13  ,  8
138,2020-06-12,14:00 PDT,C-Tier,Online,Counter Logic Gaming - Blitz Cup #2,13  :  10,DES,TSM,13  ,  10
139,2020-06-09,02:00 CEST,C-Tier (Qual.),Online,Lof x DTS Invitational Series - Qualifier #4,2 : 1,Rugratz,TSM,2 , 1
140,2020-06-09,00:00 CEST,C-Tier (Qual.),Online,Lof x DTS Invitational Series - Qualifier #4,2 : 0,Seeker,TSM,2 , 0
141,2020-06-08,22:00 CEST,C-Tier (Qual.),Online,Lof x DTS Invitational Series - Qualifier #4,2 : 0,6K,TSM,2 , 0
0,2022-06-03,20:20 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,1 : 2,XSET,The Guard,1 , 2
1,2022-05-27,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,TSM,The Guard,2 , 0
2,2022-05-20,19:05 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,1 : 2,GHST,The Guard,1 , 2
3,2022-05-13,16:20 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,100T,The Guard,0 , 2
4,2022-04-16,20:30 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,0 : 2,PRX,The Guard,0 , 2
5,2022-04-15,21:00 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,1 : 2,OPTC,The Guard,1 , 2
6,2022-03-27,12:15 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,3 : 2,OPTC,The Guard,3 , 2
7,2022-03-26,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,3 : 0,C9,The Guard,3 , 0
8,2022-03-25,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,0 : 2,OPTC,The Guard,0 , 2
9,2022-03-19,15:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 0,LG,The Guard,2 , 0
10,2022-03-18,15:45 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 0,SEN,The Guard,2 , 0
11,2022-03-11,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,C9,The Guard,1 , 2
12,2022-03-04,16:35 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,EG,The Guard,2 , 0
13,2022-02-26,16:25 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,XSET,The Guard,2 , 1
14,2022-02-20,15:25 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,100T,The Guard,2 , 1
15,2022-02-12,17:05 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,LG,The Guard,2 , 0
16,2022-02-09,17:00 EST,B-Tier,Online,NSG: Winter Championship,0 : 2,PK,The Guard,0 , 2
17,2022-02-08,18:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,2 : 0,XSET,The Guard,2 , 0
18,2022-02-08,17:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,13  :  5,TA,The Guard,13  ,  5
19,2022-02-07,21:25 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,2 : 0,ZMM.B,The Guard,2 , 0
20,2022-02-07,18:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,2 : 0,303,The Guard,2 , 0
21,2022-02-07,17:00 EST,B-Tier,Online,Nerd Street Gamers: Winter Championship - Group Stage,7  :  13,ZMM.B,The Guard,7  ,  13
22,2022-01-30,18:30 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 0,AKRW,The Guard,2 , 0
23,2022-01-29,20:20 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,0 : 2,XSET,The Guard,0 , 2
24,2022-01-29,16:00 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 1,PK,The Guard,2 , 1
25,2022-01-28,21:30 EST,A-Tier (Qual.),Online,VCT 2022: NA Stage 1 Challengers - Open Qualifier 1,2 : 0,LG,The Guard,2 , 0
26,2022-01-19,21:00 EST,C-Tier,Online,NSG: Winter Championship - Open 14,2 : 0,TI,The Guard,2 , 0
27,2022-01-19,17:10 EST,C-Tier,Online,NSG: Winter Championship - Open 14,2 : 1,T1,The Guard,2 , 1
28,2022-01-18,19:25 EST,C-Tier,Online,NSG: Winter Championship - Open 14,2 : 0,Elysium,The Guard,2 , 0
29,2022-01-18,17:10 EST,C-Tier,Online,NSG: Winter Championship - Open 14,2 : 0,Project A,The Guard,2 , 0
30,2021-12-19,10:30 PST,C-Tier,Offline,NSG: Frag Valorant Major - Fullerton,0 : 2,ZMM.B,The Guard,0 , 2
31,2021-12-18,23:00 EST,C-Tier,Offline,NSG: Frag Valorant Major - Fullerton,2 : 0,CR,The Guard,2 , 0
32,2021-11-29,21:00 EST,C-Tier,Online,NSG: Winter Championship - Open 7,0 : 2,Ex-FB,The Guard,0 , 2
0,2022-06-03,20:20 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 1,TGRD,XSET,2 , 1
1,2022-05-28,18:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,100T,XSET,0 , 2
2,2022-05-22,19:30 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,NRG,XSET,2 , 0
3,2022-05-14,18:35 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,GHST,XSET,2 , 0
4,2022-04-17,14:45 EDT,C-Tier,Offline,NSG: Summer Championship - Philadelphia,2 : 0,C9.A,XSET,2 , 0
5,2022-04-17,10:05 EDT,C-Tier,Offline,NSG: Summer Championship - Philadelphia,2 : 0,OXG.A,XSET,2 , 0
6,2022-04-16,12:25 EDT,C-Tier,Offline,NSG: Summer Championship - Philadelphia,2 : 1,C9.A,XSET,2 , 1
7,2022-04-16,10:10 EDT,C-Tier,Offline,NSG: Summer Championship - Philadelphia,2 : 0,DXL,XSET,2 , 0
8,2022-03-25,14:15 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,1 : 2,C9,XSET,1 , 2
9,2022-03-24,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 0,LG,XSET,2 , 0
10,2022-03-20,12:15 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 0,PK,XSET,2 , 0
11,2022-03-17,15:45 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,1 : 2,OPTC,XSET,1 , 2
12,2022-03-12,15:40 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,LG,XSET,2 , 0
13,2022-03-06,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,100T,XSET,2 , 1
14,2022-02-26,16:25 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,TGRD,XSET,1 , 2
15,2022-02-19,13:00 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,C9,XSET,1 , 2
16,2022-02-13,17:00 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,EG,XSET,2 , 0
17,2022-02-09,22:30 EST,B-Tier,Online,NSG: Winter Championship,2 : 0,PK,XSET,2 , 0
